Species,PlantedStand,Block,Canopy,Understory,OriginStand,SdlgNo,TagColor,UniqueID,Date1,Date2,Date3,Date4,Date5,Height1,Height2,Height3,HeightDate4,HeightDate5,Season1,Season2,Season3,Season4,Season5,StatusDate1,StatusDate2,StatusDate3,StatusDate4,StatusDate5,Year1,Year2,Year3,Year4,Year5,Initial Height,RtCrnHeightDate5,comments,CompAmt,CompAmt
TSHE,1460,AE104,CompPresent,CompPresent,704,559,GR,TSHE704-559,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.1,,,CompPresentCompPresent,4
TSHE,1460,AE101,CompPresent,CompPresent,704,126,GR,TSHE704-126,8/17/11,10/5/11,7/24/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.2,,,CompPresentCompPresent,4
TSHE,1460,AE101,CompPresent,CompPresent,704,203,GR,TSHE704-203,8/17/11,10/5/11,7/24/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.2,,,CompPresentCompPresent,4
TSHE,1460,AE103,CompAbsent,CompPresent,704,223,GR,TSHE704-223,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.2,,,CompAbsentCompPresent,2
TSHE,1460,AE101,CompPresent,CompAbsent,704,284,GR,TSHE704-284,8/17/11,10/5/11,7/24/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.2,,,CompPresentCompAbsent,3
TSHE,1460,AE104,CompAbsent,CompPresent,704,348,GR,TSHE704-348,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.2,,,CompAbsentCompPresent,2
TSHE,1460,AE101,CompAbsent,CompAbsent,704,454,GR,TSHE704-454,8/17/11,10/5/11,7/24/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.2,,,CompAbsentCompAbsent,1
TSHE,1460,AE102,CompAbsent,CompAbsent,704,322,GR,TSHE704-322,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.3,,,CompAbsentCompAbsent,1
TSHE,1460,AE101,CompAbsent,CompAbsent,704,440,GR,TSHE704-440,8/17/11,10/5/11,7/24/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,2.3,,,CompAbsentCompAbsent,1
TSHE,1460,AE105,CompPresent,CompPresent,704,565,GR,TSHE704-565,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.3,,,CompPresentCompPresent,4
TSHE,1460,AE101,CompAbsent,CompAbsent,1197,42,WH,TSHE1197-42,8/17/11,10/5/11,7/24/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.3,,,CompAbsentCompAbsent,1
TSHE,1460,AE105,CompPresent,CompPresent,1197,442,WH,TSHE1197-442,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.3,,,CompPresentCompPresent,4
TSHE,1460,AE101,CompAbsent,CompPresent,704,51,GR,TSHE704-51,8/17/11,10/5/11,7/24/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.4,,,CompAbsentCompPresent,2
TSHE,1460,AE101,CompAbsent,CompPresent,704,451,GR,TSHE704-451,8/17/11,10/5/11,7/24/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,2.4,,,CompAbsentCompPresent,2
TSHE,1460,AE101,CompPresent,CompAbsent,704,461,GR,TSHE704-461,8/17/11,10/5/11,7/24/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.4,,,CompPresentCompAbsent,3
TSHE,1460,AE105,CompPresent,CompPresent,704,540,GR,TSHE704-540,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.4,,,CompPresentCompPresent,4
TSHE,1460,AE105,CompPresent,CompPresent,1197,12,WH,TSHE1197-12,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.4,,,CompPresentCompPresent,4
TSHE,1460,AE104,CompPresent,CompPresent,1197,36,WH,TSHE1197-36,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,2.4,,,CompPresentCompPresent,4
TSHE,1460,AE101,CompPresent,CompPresent,1197,83,WH,TSHE1197-83,8/17/11,10/5/11,7/24/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.4,,,CompPresentCompPresent,4
TSHE,1460,AE105,CompAbsent,CompPresent,1197,219,WH,TSHE1197-219,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.4,,,CompAbsentCompPresent,2
TSHE,1460,AE104,CompAbsent,CompAbsent,1197,537,WH,TSHE1197-537,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.4,,,CompAbsentCompAbsent,1
TSHE,1460,AE101,CompAbsent,CompAbsent,1197,568,WH,TSHE1197-568,8/17/11,10/5/11,7/24/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.4,,,CompAbsentCompAbsent,1
TSHE,1460,AE101,CompAbsent,CompPresent,1197,578,WH,TSHE1197-578,8/17/11,10/5/11,7/24/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.4,,,CompAbsentCompPresent,2
TSHE,1460,AE103,CompAbsent,CompPresent,704,107,GR,TSHE704-107,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.5,,,CompAbsentCompPresent,2
TSHE,1460,AE104,CompAbsent,CompPresent,704,301,GR,TSHE704-301,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.5,,,CompAbsentCompPresent,2
TSHE,1460,AE105,CompAbsent,CompAbsent,704,332,GR,TSHE704-332,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.5,,,CompAbsentCompAbsent,1
TSHE,1460,AE105,CompAbsent,CompPresent,704,344,GR,TSHE704-344,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.5,,,CompAbsentCompPresent,2
TSHE,1460,AE101,CompAbsent,CompPresent,704,453,GR,TSHE704-453,8/17/11,10/5/11,7/24/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.5,,,CompAbsentCompPresent,2
TSHE,1460,AE101,CompPresent,CompAbsent,704,480,GR,TSHE704-480,8/17/11,10/5/11,7/24/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.5,,,CompPresentCompAbsent,3
TSHE,1460,AE102,CompPresent,CompPresent,704,481,GR,TSHE704-481,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.5,,,CompPresentCompPresent,4
TSHE,1460,AE103,CompAbsent,CompAbsent,704,491,GR,TSHE704-491,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.5,,,CompAbsentCompAbsent,1
TSHE,1460,AE102,CompAbsent,CompAbsent,704,500,GR,TSHE704-500,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,2.5,,,CompAbsentCompAbsent,1
TSHE,1460,AE102,CompAbsent,CompAbsent,704,509,GR,TSHE704-509,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,2.5,,,CompAbsentCompAbsent,1
TSHE,1460,AE105,CompPresent,CompAbsent,704,568,GR,TSHE704-568,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.5,,,CompPresentCompAbsent,3
TSHE,1460,AE105,CompAbsent,CompPresent,704,576,GR,TSHE704-576,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.5,,,CompAbsentCompPresent,2
TSHE,1460,AE105,CompPresent,CompPresent,704,585,GR,TSHE704-585,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.5,,,CompPresentCompPresent,4
TSHE,1460,AE105,CompAbsent,CompPresent,1197,5,WH,TSHE1197-5,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.5,,,CompAbsentCompPresent,2
TSHE,1460,AE105,CompPresent,CompAbsent,1197,18,WH,TSHE1197-18,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,2.5,,,CompPresentCompAbsent,3
TSHE,1460,AE102,CompPresent,CompPresent,1197,341,WH,TSHE1197-341,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.5,,,CompPresentCompPresent,4
TSHE,1460,AE102,CompPresent,CompAbsent,1197,434,WH,TSHE1197-434,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.5,,,CompPresentCompAbsent,3
TSHE,1460,AE104,CompPresent,CompPresent,1197,438,GR,TSHE1197-438,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,2.5,,,CompPresentCompPresent,4
TSHE,1460,AE101,CompPresent,CompAbsent,1197,464,WH,TSHE1197-464,8/17/11,10/5/11,7/24/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.5,,,CompPresentCompAbsent,3
TSHE,1460,AE103,CompPresent,CompPresent,1197,512,WH,TSHE1197-512,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,2.5,,,CompPresentCompPresent,4
TSHE,1460,AE103,CompAbsent,CompAbsent,1197,513,WH,TSHE1197-513,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.5,,,CompAbsentCompAbsent,1
TSHE,1460,AE101,CompPresent,CompPresent,1197,573,WH,TSHE1197-573,8/17/11,10/5/11,7/24/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.5,,,CompPresentCompPresent,4
TSHE,1460,AE101,CompPresent,CompPresent,1197,580,WH,TSHE1197-580,8/17/11,10/5/11,7/24/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.5,,,CompPresentCompPresent,4
TSHE,1460,AE101,CompAbsent,CompPresent,1197,583,WH,TSHE1197-583,8/17/11,10/5/11,7/24/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.5,,,CompAbsentCompPresent,2
TSHE,1460,AE103,CompAbsent,CompAbsent,704,110,GR,TSHE704-110,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.6,,,CompAbsentCompAbsent,1
TSHE,1460,AE103,CompPresent,CompPresent,704,122,GR,TSHE704-122,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,2.6,,,CompPresentCompPresent,4
TSHE,1460,AE105,CompAbsent,CompAbsent,704,331,GR,TSHE704-331,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,2.6,,,CompAbsentCompAbsent,1
TSHE,1460,AE104,CompAbsent,CompPresent,704,359,GR,TSHE704-359,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.6,,,CompAbsentCompPresent,2
TSHE,1460,AE105,CompPresent,CompPresent,704,429,GR,TSHE704-429,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.6,,,CompPresentCompPresent,4
TSHE,1460,AE103,CompAbsent,CompAbsent,704,439,GR,TSHE704-439,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.6,,,CompAbsentCompAbsent,1
TSHE,1460,AE104,CompPresent,CompPresent,704,443,GR,TSHE704-443,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.6,,,CompPresentCompPresent,4
TSHE,1460,AE104,CompPresent,CompPresent,704,445,GR,TSHE704-445,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,2.6,,,CompPresentCompPresent,4
TSHE,1460,AE105,CompAbsent,CompPresent,1197,9,WH,TSHE1197-9,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.6,,,CompAbsentCompPresent,2
TSHE,1460,AE102,CompAbsent,CompPresent,1197,104,WH,TSHE1197-104,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.6,,,CompAbsentCompPresent,2
TSHE,1460,AE103,CompPresent,CompAbsent,1197,276,WH,TSHE1197-276,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,2.6,,,CompPresentCompAbsent,3
TSHE,1460,AE102,CompAbsent,CompPresent,1197,391,WH,TSHE1197-391,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,2.6,,,CompAbsentCompPresent,2
TSHE,1460,AE104,CompPresent,CompAbsent,1197,418,WH,TSHE1197-418,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.6,,,CompPresentCompAbsent,3
TSHE,1460,AE105,CompPresent,CompPresent,1197,552,WH,TSHE1197-552,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.6,,,CompPresentCompPresent,4
TSHE,1460,AE101,CompPresent,CompPresent,1197,581,WH,TSHE1197-581,8/17/11,10/5/11,7/24/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.6,,,CompPresentCompPresent,4
TSHE,1460,AE105,CompPresent,CompPresent,1197,598,WH,TSHE1197-598,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.6,,,CompPresentCompPresent,4
TSHE,1460,AE103,CompPresent,CompPresent,704,123,GR,TSHE704-123,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.7,,,CompPresentCompPresent,4
TSHE,1460,AE102,CompPresent,CompAbsent,704,150,GR,TSHE704-150,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,2.7,,,CompPresentCompAbsent,3
TSHE,1460,AE101,CompAbsent,CompAbsent,704,210,GR,TSHE704-210,8/17/11,10/5/11,7/24/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,2.7,,,CompAbsentCompAbsent,1
TSHE,1460,AE103,CompPresent,CompAbsent,704,325,GR,TSHE704-325,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,2.7,,,CompPresentCompAbsent,3
TSHE,1460,AE105,CompPresent,CompAbsent,704,407,GR,TSHE704-407,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.7,,,CompPresentCompAbsent,3
TSHE,1460,AE103,CompPresent,CompPresent,704,432,GR,TSHE704-432,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,2.7,,,CompPresentCompPresent,4
TSHE,1460,AE101,CompAbsent,CompAbsent,704,452,GR,TSHE704-452,8/17/11,10/5/11,7/24/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,2.7,,,CompAbsentCompAbsent,1
TSHE,1460,AE102,CompAbsent,CompPresent,704,479,GR,TSHE704-479,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.7,,,CompAbsentCompPresent,2
TSHE,1460,AE102,CompAbsent,CompAbsent,704,510,GR,TSHE704-510,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.7,,,CompAbsentCompAbsent,1
TSHE,1460,AE103,CompPresent,CompAbsent,704,529,GR,TSHE704-529,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,2.7,,,CompPresentCompAbsent,3
TSHE,1460,AE103,CompPresent,CompAbsent,704,549,GR,TSHE704-549,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.7,,,CompPresentCompAbsent,3
TSHE,1460,AE105,CompPresent,CompAbsent,704,561,GR,TSHE704-561,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.7,,,CompPresentCompAbsent,3
TSHE,1460,AE105,CompPresent,CompAbsent,704,575,GR,TSHE704-575,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.7,,,CompPresentCompAbsent,3
TSHE,1460,AE105,CompAbsent,CompPresent,704,577,GR,TSHE704-577,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.7,,,CompAbsentCompPresent,2
TSHE,1460,AE105,CompPresent,CompPresent,1197,13,WH,TSHE1197-13,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.7,,,CompPresentCompPresent,4
TSHE,1460,AE101,CompAbsent,CompPresent,1197,103,WH,TSHE1197-103,8/17/11,10/5/11,7/24/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,2.7,,,CompAbsentCompPresent,2
TSHE,1460,AE104,CompAbsent,CompPresent,1197,117,WH,TSHE1197-117,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.7,,,CompAbsentCompPresent,2
TSHE,1460,AE103,CompPresent,CompPresent,1197,181,WH,TSHE1197-181,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,2.7,,,CompPresentCompPresent,4
TSHE,1460,AE105,CompAbsent,CompPresent,1197,218,WH,TSHE1197-218,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.7,,,CompAbsentCompPresent,2
TSHE,1460,AE102,CompAbsent,CompAbsent,1197,432,WH,TSHE1197-432,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.7,,,CompAbsentCompAbsent,1
TSHE,1460,AE105,CompPresent,CompAbsent,1197,545,WH,TSHE1197-545,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,2.7,,,CompPresentCompAbsent,3
TSHE,1460,AE101,CompAbsent,CompAbsent,704,18,GR,TSHE704-18,8/17/11,10/5/11,7/24/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.8,,,CompAbsentCompAbsent,1
TSHE,1460,AE104,CompPresent,CompPresent,704,137,WH,TSHE704-137,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,2.8,,,CompPresentCompPresent,4
TSHE,1460,AE103,CompAbsent,CompPresent,704,305,GR,TSHE704-305,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.8,,,CompAbsentCompPresent,2
TSHE,1460,AE105,CompPresent,CompPresent,704,442,GR,TSHE704-442,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.8,,,CompPresentCompPresent,4
TSHE,1460,AE101,CompAbsent,CompAbsent,1197,67,WH,TSHE1197-67,8/17/11,10/5/11,7/24/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.8,,,CompAbsentCompAbsent,1
TSHE,1460,AE104,CompAbsent,CompAbsent,1197,87,WH,TSHE1197-87,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.8,,,CompAbsentCompAbsent,1
TSHE,1460,AE102,CompPresent,CompPresent,1197,345,WH,TSHE1197-345,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.8,,,CompPresentCompPresent,4
TSHE,1460,AE105,CompPresent,CompAbsent,1197,353,WH,TSHE1197-353,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.8,,,CompPresentCompAbsent,3
TSHE,1460,AE102,CompPresent,CompAbsent,1197,386,WH,TSHE1197-386,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.8,,,CompPresentCompAbsent,3
TSHE,1460,AE101,CompPresent,CompAbsent,1197,392,WH,TSHE1197-392,8/17/11,10/5/11,7/24/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.8,,,CompPresentCompAbsent,3
TSHE,1460,AE103,CompAbsent,CompAbsent,1197,413,WH,TSHE1197-413,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.8,,,CompAbsentCompAbsent,1
TSHE,1460,AE104,CompAbsent,CompPresent,1197,417,WH,TSHE1197-417,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,2.8,,,CompAbsentCompPresent,2
TSHE,1460,AE105,CompPresent,CompAbsent,1197,443,WH,TSHE1197-443,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.8,,,CompPresentCompAbsent,3
TSHE,1460,AE101,CompPresent,CompAbsent,1197,457,WH,TSHE1197-457,8/17/11,10/5/11,7/24/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.8,,,CompPresentCompAbsent,3
TSHE,1460,AE103,CompPresent,CompPresent,1197,528,WH,TSHE1197-528,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.8,,,CompPresentCompPresent,4
TSHE,1460,AE102,CompAbsent,CompAbsent,1197,547,WH,TSHE1197-547,8/2/11,10/5/11,7/11/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,2.8,,,CompAbsentCompAbsent,1
TSHE,1460,AE101,CompPresent,CompPresent,1197,565,WH,TSHE1197-565,8/17/11,10/5/11,7/24/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,0,0,0,0,0,2011,2011,2012,2012,2013,2.8,,,CompPresentCompPresent,4
TSHE,1460,AE101,CompAbsent,CompAbsent,1197,571,WH,TSHE1197-571,8/17/11,10/5/11,7/24/12,9/13/12,8/5/13,,,,,,Beg,End,Beg,End,End,1,0,0,0,0,2011,2011,2012,2012,2013,2.8,,,CompAbsentCompAbsent,1
